date,min,max,normal_min,normal_max,precipitation,precipitation_normal
19420110,,,66.8,80.5,0.07,0.72
19420111,,,66.8,80.5,0.07,0.78
19420112,,,66.7,80.5,0.07,0.84
19420113,,,66.7,80.5,0.07,0.9
19420114,,,66.7,80.4,0.07,0.96
19420115,,,66.6,80.4,0.11,1.02
19420116,,,66.6,80.4,0.11,1.07
19420117,,,66.6,80.4,0.11,1.13
19420118,,,66.6,80.4,0.11,1.17
19420119,,,66.6,80.4,0.11,1.22
19420120,,,66.6,80.4,0.11,1.27
19420121,,,66.6,80.4,0.11,1.32
19420122,,,66.6,80.4,0.11,1.37
19420123,,,66.6,80.4,0.11,1.42
19420124,,,66.6,80.4,0.11,1.48
19420125,,,66.7,80.4,0.11,1.53
19420126,,,66.7,80.4,0.11,1.58
19420127,,,66.7,80.4,0.11,1.62
19420128,,,66.7,80.4,0.11,1.68
19420129,,,66.7,80.4,0.11,1.73
19420130,,,66.8,80.4,0.11,1.78
19420131,,,66.8,80.4,0.23,1.84
19420201,,,66.8,80.4,0.23,1.9
19420202,,,66.8,80.4,0.23,1.97
19420203,,,66.9,80.4,0.23,2.03
19420204,,,66.9,80.4,0.23,2.09
19420205,,,66.9,80.4,0.74,2.15
19420206,,,67,80.5,0.74,2.21
19420207,,,67,80.5,0.74,2.27
19420208,,,67,80.5,0.74,2.34
19420209,,,67,80.5,0.74,2.4
19420210,,,67,80.5,0.74,2.46
19420211,,,67.1,80.5,0.74,2.51
19420212,,,67.1,80.5,0.74,2.57
19420213,,,67.1,80.5,1.29,2.64
19420214,,,67.1,80.5,1.29,2.71
19420215,,,67.1,80.5,1.29,2.78
19420216,,,67.1,80.5,1.45,2.85
19420217,,,67.2,80.5,1.53,2.93
19420218,,,67.2,80.5,1.69,3
19420219,,,67.2,80.5,1.73,3.08
19420220,,,67.2,80.5,1.75,3.15
19420221,,,67.2,80.5,1.75,3.23
19420222,,,67.2,80.5,1.75,3.31
19420223,,,67.2,80.5,1.75,3.39
19420224,,,67.2,80.6,1.75,3.47
19420225,,,67.3,80.6,2.03,3.55
19420226,,,67.3,80.6,2.31,3.63
19420227,,,67.3,80.6,2.31,3.7
19420228,,,67.3,80.6,2.39,3.78
19420301,,,67.3,80.6,2.39,3.85
19420302,,,67.4,80.6,2.39,3.93
19420303,,,67.4,80.6,2.39,4
19420304,,,67.4,80.7,2.43,4.08
19420305,,,67.4,80.7,2.43,4.16
19420306,,,67.5,80.7,2.43,4.24
19420307,,,67.5,80.7,2.55,4.31
19420308,,,67.6,80.8,2.59,4.39
19420309,,,67.6,80.8,2.59,4.48
19420310,,,67.6,80.8,2.59,4.57
19420311,,,67.7,80.9,2.67,4.66
19420312,,,67.8,80.9,2.67,4.76
19420313,,,67.8,81,2.67,4.85
19420314,,,67.9,81,2.75,4.93
19420315,,,67.9,81.1,2.75,5.01
19420316,70,80,68,81.1,2.75,5.09
19420317,,,68.1,81.2,2.75,5.18
19420318,70,80,68.1,81.2,2.75,5.25
19420319,68,78,68.2,81.3,3.03,5.33
19420320,68,78,68.3,81.3,3.05,5.41
19420321,67,81,68.4,81.4,3.05,5.48
19420322,,,68.4,81.5,3.05,5.55
19420323,67,80,68.5,81.5,3.06,5.62
19420324,65,80,68.6,81.6,3.08,5.68
19420325,66,79,68.7,81.7,3.1,5.75
19420326,65,79,68.8,81.7,3.1,5.82
19420327,68,80,68.9,81.8,3.1,5.89
19420328,61,80,68.9,81.9,3.1,5.95
19420329,,,69,81.9,3.1,6.01
19420330,63,77,69.1,82,3.1,6.08
19420331,62,77,69.2,82.1,3.1,6.14
19420401,60,77,69.3,82.2,3.1,6.18
19420402,,,69.4,82.2,3.1,6.23
19420403,65,79,69.4,82.3,3.1,6.27
19420404,67,80,69.5,82.4,3.1,6.31
19420405,68,80,69.6,82.5,3.53,6.35
19420406,66,80,69.7,82.5,3.53,6.39
19420407,64,78,69.7,82.6,3.53,6.42
19420408,64,77,69.8,82.7,3.53,6.45
19420409,,,69.9,82.7,3.53,6.48
19420410,,,69.9,82.8,3.57,6.51
19420411,,,70,82.9,3.58,6.53
19420412,62,77,70,82.9,3.58,6.55
19420413,62,79,70.1,83,3.58,6.58
19420414,65,80,70.1,83.1,3.58,6.6
19420415,68,79,70.2,83.1,3.58,6.62
19420416,66,79,70.2,83.2,3.58,6.64
19420417,63,80,70.2,83.2,3.58,6.66
19420418,69,78,70.3,83.3,3.58,6.68
19420419,,,70.3,83.3,3.58,6.7
19420420,66,78,70.4,83.4,3.58,6.72
19420421,69,81,70.4,83.4,3.58,6.74
19420422,65,80,70.4,83.5,3.58,6.76
19420423,65,80,70.4,83.5,3.66,6.77
19420424,,,70.5,83.6,3.7,6.79
19420425,,,70.5,83.6,3.71,6.81
19420426,73,82,70.5,83.7,3.71,6.83
19420427,70,82,70.6,83.7,3.71,6.85
19420428,70,82,70.6,83.8,3.71,6.87
19420429,70,81,70.6,83.8,3.71,6.89
19420430,,,70.6,83.9,3.71,6.91
19420501,,,70.7,83.9,3.71,6.93
19420502,,,70.7,84,3.71,6.96
19420503,,,70.7,84,3.71,6.99
19420504,68,82,70.8,84.1,3.71,7.01
19420505,66,83,70.8,84.1,3.71,7.04
19420506,,,70.8,84.2,3.71,7.07
19420507,70,83,70.9,84.2,3.71,7.09
19420508,69,84,70.9,84.3,3.71,7.12
19420509,68,84,71,84.3,3.71,7.14
19420510,,,71,84.4,3.71,7.17
19420511,66,83,71.1,84.4,3.71,7.2
19420512,66,81,71.1,84.5,3.71,7.23
19420513,67,81,71.2,84.6,3.71,7.26
19420514,68,83,71.3,84.6,3.71,7.29
19420515,,,71.3,84.7,3.71,7.32
19420516,70,84,71.4,84.7,3.72,7.35
19420517,,,71.5,84.8,3.72,7.38
19420518,70,88,71.5,84.9,3.72,7.41
19420519,69,87,71.6,84.9,3.72,7.44
19420520,73,85,71.7,85,3.72,7.46
19420521,71,87,71.8,85.1,3.72,7.49
19420522,70,88,71.9,85.2,3.72,7.52
19420523,,,72,85.2,3.72,7.54
19420524,70,85,72,85.3,3.72,7.57
19420525,73,87,72.1,85.4,3.72,7.59
19420526,71,86,72.2,85.5,3.72,7.62
19420527,71,86,72.3,85.5,3.72,7.64
19420528,70,86,72.4,85.6,3.72,7.66
19420529,,,72.5,85.7,3.72,7.69
19420530,71,88,72.6,85.8,3.72,7.71
19420531,73,88,72.7,85.9,3.72,7.73
19420601,,,72.8,85.9,3.72,7.75
19420602,,,72.9,86,3.72,7.77
19420603,,,73,86.1,3.72,7.79
19420604,,,73,86.2,3.72,7.81
19420605,,,73.1,86.3,3.72,7.82
19420606,,,73.2,86.3,3.72,7.84
19420607,,,73.3,86.4,3.72,7.86
19420608,,,73.4,86.5,3.72,7.88
19420609,,,73.5,86.5,3.72,7.89
19420610,,,73.5,86.6,3.72,7.9
19420611,,,73.6,86.7,3.72,7.92
19420612,,,73.7,86.8,3.72,7.94
19420613,,,73.7,86.8,3.72,7.95
19420614,,,73.8,86.9,3.72,7.97
19420615,,,73.9,86.9,3.72,7.99
19420616,,,73.9,87,3.72,8
19420617,,,74,87.1,3.72,8.02
19420618,,,74,87.1,3.72,8.04
19420619,,,74.1,87.2,3.72,8.05
19420620,,,74.1,87.2,3.72,8.07
19420621,,,74.2,87.3,3.72,8.08
19420622,,,74.2,87.3,3.72,8.1
19420623,,,74.3,87.4,3.72,8.11
19420624,,,74.3,87.4,3.72,8.13
19420625,,,74.3,87.4,3.72,8.15
19420626,,,74.4,87.5,3.72,8.16
19420627,,,74.4,87.5,3.72,8.18
19420628,,,74.4,87.5,3.72,8.2
19420629,,,74.5,87.6,3.72,8.21
19420630,,,74.5,87.6,3.72,8.23
19420701,,,74.5,87.7,3.72,8.25
19420702,,,74.6,87.7,3.72,8.26
19420703,,,74.6,87.7,3.72,8.28
19420704,,,74.6,87.7,3.72,8.29
19420705,,,74.7,87.8,3.72,8.31
19420706,,,74.7,87.8,3.72,8.33
19420707,73,85,74.7,87.8,3.72,8.35
19420708,,,74.8,87.9,3.72,8.36
19420709,,,74.8,87.9,3.72,8.38
19420710,,,74.9,87.9,3.72,8.4
19420711,,,74.9,87.9,3.72,8.41
19420712,,,74.9,88,3.72,8.43
19420713,,,75,88,3.72,8.44
19420714,,,75,88,3.72,8.46
19420715,,,75,88.1,3.72,8.47
19420716,,,75.1,88.1,3.72,8.49
19420717,,,75.1,88.1,3.72,8.51
19420718,,,75.2,88.2,3.72,8.52
19420719,,,75.2,88.2,3.72,8.54
19420720,,,75.3,88.2,3.72,8.55
19420721,,,75.3,88.2,3.72,8.57
19420722,,,75.3,88.3,3.72,8.59
19420723,,,75.4,88.3,3.72,8.61
19420724,,,75.4,88.3,3.72,8.63
19420725,,,75.5,88.4,3.72,8.64
19420726,,,75.5,88.4,3.72,8.66
19420727,,,75.5,88.4,3.72,8.68
19420728,,,75.6,88.5,3.72,8.7
19420729,,,75.6,88.5,3.72,8.71
19420730,,,75.6,88.5,3.72,8.73
19420731,,,75.7,88.6,3.72,8.75
19420801,,,75.7,88.6,3.8,8.77
19420802,,,75.7,88.6,3.8,8.79
19420803,,,75.7,88.6,3.8,8.81
19420804,,,75.7,88.7,3.8,8.83
19420805,,,75.8,88.7,3.8,8.85
19420806,,,75.8,88.7,3.8,8.87
19420807,,,75.8,88.7,3.8,8.89
19420808,,,75.8,88.8,3.8,8.9
19420809,,,75.8,88.8,3.8,8.92
19420810,,,75.8,88.8,3.8,8.94
19420811,,,75.8,88.8,3.8,8.96
19420812,,,75.8,88.8,3.8,8.99
19420813,,,75.8,88.8,3.8,9.01
19420814,,,75.7,88.9,3.8,9.04
19420815,,,75.7,88.9,3.8,9.07
19420816,,,75.7,88.9,3.8,9.1
19420817,,,75.7,88.9,3.8,9.13
19420818,,,75.7,88.9,3.8,9.16
19420819,,,75.6,88.9,3.8,9.19
19420820,,,75.6,88.9,3.8,9.22
19420821,,,75.6,88.9,3.8,9.25
19420822,,,75.5,88.9,3.8,9.28
19420823,,,75.5,88.9,3.8,9.31
19420824,,,75.4,88.9,3.8,9.34
19420825,,,75.4,88.9,3.8,9.38
19420826,,,75.4,88.8,3.8,9.41
19420827,,,75.3,88.8,3.8,9.44
19420828,,,75.3,88.8,3.8,9.47
19420829,,,75.2,88.8,3.8,9.51
19420830,,,75.2,88.8,3.8,9.55
19420831,,,75.2,88.8,3.8,9.59
19420901,,,75.1,88.7,3.8,9.62
19420902,74,88,75.1,88.7,3.8,9.66
19420903,72,89,75.1,88.7,3.8,9.7
19420904,72,88,75,88.7,3.8,9.73
19420905,72,89,75,88.7,3.8,9.77
19420906,72,88,75,88.6,3.8,9.8
19420907,73,88,74.9,88.6,3.8,9.84
19420908,76,89,74.9,88.6,3.8,9.87
19420909,76,88,74.9,88.6,3.8,9.9
19420910,75,88,74.9,88.6,3.8,9.93
19420911,76,88,74.8,88.5,3.8,9.96
19420912,74,88,74.8,88.5,3.8,9.99
19420913,73,89,74.8,88.5,3.8,10.02
19420914,,,74.8,88.5,3.8,10.05
19420915,71,87,74.8,88.4,3.8,10.07
19420916,74,87,74.7,88.4,3.8,10.1
19420917,72,88,74.7,88.4,3.8,10.13
19420918,72,86,74.7,88.4,3.8,10.15
19420919,71,87,74.7,88.3,3.8,10.18
19420920,72,86,74.7,88.3,3.8,10.21
19420921,71,87,74.7,88.3,3.8,10.23
19420922,72,86,74.7,88.2,3.8,10.26
19420923,,,74.7,88.2,3.8,10.29
19420924,73,87,74.7,88.2,3.8,10.31
19420925,72,89,74.7,88.1,3.8,10.34
19420926,,,74.7,88.1,3.8,10.37
19420927,,,74.6,88.1,3.8,10.39
19420928,74,86,74.6,88,3.8,10.42
19420929,76,88,74.6,88,3.8,10.45
19420930,74,87,74.6,88,3.8,10.47
19421001,74,86,74.6,87.9,3.84,10.5
19421002,76,87,74.6,87.9,3.84,10.53
19421003,,,74.5,87.8,3.84,10.56
19421004,,,74.5,87.8,3.85,10.59
19421005,74,85,74.5,87.7,3.87,10.63
19421006,74,86,74.5,87.7,3.87,10.67
19421007,73,87,74.4,87.6,3.87,10.71
19421008,73,88,74.4,87.6,3.88,10.75
19421009,75,87,74.4,87.5,3.88,10.79
19421010,74,86,74.3,87.4,3.88,10.83
19421011,74,87,74.3,87.4,3.88,10.87
19421012,75,86,74.2,87.3,3.88,10.92
19421013,71,86,74.2,87.2,3.88,10.96
19421014,73,88,74.1,87.1,3.88,11
19421015,73,86,74.1,87.1,3.88,11.05
19421016,71,86,74,87,3.88,11.09
19421017,68,85,73.9,86.9,3.88,11.14
19421018,,,73.9,86.8,3.88,11.18
19421019,,,73.8,86.7,3.88,11.23
19421020,70,84,73.7,86.7,3.88,11.28
19421021,,,73.7,86.6,3.88,11.34
19421022,72,82,73.6,86.5,3.88,11.41
19421023,72,85,73.5,86.4,3.88,11.47
19421024,70,86,73.4,86.3,3.88,11.54
19421025,72,89,73.4,86.2,3.88,11.6
19421026,75,88,73.3,86.1,3.88,11.67
19421027,74,86,73.2,86,3.88,11.73
19421028,72,86,73.1,85.9,3.88,11.79
19421029,,,73,85.8,7.94,11.85
19421030,70,84,73,85.7,9.75,11.92
19421031,68,83,72.9,85.6,9.75,11.98
19421101,,,72.8,85.5,9.75,12.06
19421102,,,72.7,85.4,10.42,12.14
19421103,70,88,72.7,85.3,10.42,12.22
19421104,74,86,72.6,85.2,10.42,12.29
19421105,72,84,72.5,85.1,10.42,12.37
19421106,72,85,72.4,85,10.5,12.45
19421107,72,86,72.4,84.9,10.5,12.52
19421108,70,85,72.3,84.8,10.5,12.6
19421109,68,85,72.2,84.7,10.5,12.68
19421110,71,83,72.1,84.6,10.5,12.76
19421111,69,82,72.1,84.5,10.5,12.83
19421112,,,72,84.4,10.5,12.91
19421113,73,82,71.9,84.3,10.5,12.99
19421114,70,81,71.9,84.2,10.54,13.07
19421115,71,81,71.8,84.1,10.55,13.15
19421116,70,85,71.8,84,10.55,13.23
19421117,73,82,71.7,83.9,10.55,13.32
19421118,70,83,71.6,83.8,10.55,13.4
19421119,70,84,71.6,83.7,10.55,13.47
19421120,71,86,71.5,83.7,10.55,13.54
19421121,68,86,71.4,83.6,10.55,13.61
19421122,70,86,71.4,83.5,10.55,13.67
19421123,69,85,71.3,83.4,10.55,13.74
19421124,70,85,71.2,83.3,10.55,13.81
19421125,70,84,71.2,83.3,10.55,13.88
19421126,68,84,71.1,83.2,10.57,13.95
19421127,71,84,71,83.1,10.57,14.02
19421128,75,84,71,83,10.81,14.09
19421129,71,83,70.9,83,10.89,14.16
19421130,68,82,70.8,82.9,13.21,14.23
19421201,67,83,70.7,82.8,15.02,14.29
19421202,67,84,70.7,82.7,15.22,14.35
19421203,70,84,70.6,82.7,15.22,14.41
19421204,,,70.5,82.6,15.22,14.47
19421205,71,84,70.4,82.5,15.26,14.53
19421206,,,70.3,82.4,19.59,14.59
19421207,,,70.2,82.4,19.9,14.65
19421208,66,82,70.1,82.3,22.1,14.71
19421209,64,82,70,82.2,22.1,14.77
19421210,64,83,69.9,82.2,22.1,14.83
19421211,63,82,69.8,82.1,22.1,14.89
19421212,67,84,69.7,82,22.1,14.96
19421213,,,69.6,82,23.01,15.03
19421214,,,69.5,81.9,23.03,15.1
19421215,68,82,69.4,81.8,23.03,15.17
19421216,68,83,69.2,81.8,23.03,15.24
19421217,67,83,69.1,81.7,23.03,15.31
19421218,67,83,69,81.6,23.03,15.38
19421219,67,82,68.9,81.6,23.03,15.46
19421220,76,84,68.8,81.5,23.03,15.55
19421221,71,84,68.6,81.5,23.03,15.63
19421222,67,83,68.5,81.4,23.03,15.71
19421223,70,83,68.4,81.3,23.03,15.79
19421224,70,83,68.3,81.3,23.03,15.87
19421225,,,68.2,81.2,23.03,15.95
19421226,69,80,68.1,81.2,23.03,16.03
19421227,,,67.9,81.1,23.03,16.1
19421228,,,67.8,81.1,23.11,16.18
19421229,72,84,67.7,81,23.19,16.25
19421230,70,84,67.6,80.9,23.19,16.33
19421231,,,67.5,80.9,23.19,16.41
19430101,70,79,67.4,80.9,0.12,0.08
19430102,,,67.3,80.8,2.25,0.15
19430103,69,73,67.3,80.8,4.49,0.22
19430104,69,78,67.2,80.7,6.46,0.29
19430105,68,79,67.1,80.7,8.19,0.36
19430106,67,84,67,80.7,8.19,0.44
19430107,69,83,67,80.6,8.19,0.51
19430108,70,83,66.9,80.6,8.19,0.58
19430109,70,82,66.8,80.6,8.19,0.65
19430110,68,84,66.8,80.5,8.21,0.72
19430111,69,84,66.8,80.5,8.23,0.78
19430112,,,66.7,80.5,8.27,0.84
19430113,,,66.7,80.5,11.42,0.9
19430114,61,80,66.7,80.4,11.44,0.96
19430115,59,77,66.6,80.4,11.44,1.02
19430116,63,77,66.6,80.4,11.52,1.07
19430117,62,77,66.6,80.4,11.56,1.13
19430118,62,78,66.6,80.4,11.56,1.17
19430119,,,66.6,80.4,11.56,1.22
19430120,60,79,66.6,80.4,11.56,1.27
19430121,62,80,66.6,80.4,11.56,1.32
19430122,64,81,66.6,80.4,11.56,1.37
19430123,63,81,66.6,80.4,11.56,1.42
19430124,64,82,66.6,80.4,11.56,1.48
19430125,,,66.7,80.4,11.56,1.53
19430126,66,84,66.7,80.4,11.56,1.58
19430127,,,66.7,80.4,11.56,1.62
19430128,68,83,66.7,80.4,11.56,1.68
19430129,67,86,66.7,80.4,11.56,1.73
19430130,66,85,66.8,80.4,11.56,1.78
19430131,,,66.8,80.4,11.6,1.84
19430201,68,81,66.8,80.4,11.68,1.9
19430202,,,66.8,80.4,11.68,1.97
19430203,72,81,66.9,80.4,11.68,2.03
19430204,,,66.9,80.4,11.68,2.09
19430205,69,80,66.9,80.4,12.03,2.15
19430206,68,79,67,80.5,12.04,2.21
19430207,68,80,67,80.5,12.08,2.27
19430208,70,81,67,80.5,12.08,2.34
19430209,67,80,67,80.5,12.08,2.4
19430210,64,83,67,80.5,12.08,2.46
19430211,,,67.1,80.5,12.08,2.51
19430212,57,79,67.1,80.5,12.08,2.57
19430213,58,78,67.1,80.5,12.08,2.64
19430214,,,67.1,80.5,12.08,2.71
19430215,66,78,67.1,80.5,12.08,2.78
19430216,68,80,67.1,80.5,12.08,2.85
19430217,,,67.2,80.5,12.08,2.93
19430218,66,80,67.2,80.5,12.08,3
19430219,70,83,67.2,80.5,12.08,3.08
19430220,66,80,67.2,80.5,12.51,3.15
19430221,66,83,67.2,80.5,12.51,3.23
19430222,64,82,67.2,80.5,12.51,3.31
19430223,63,80,67.2,80.5,12.51,3.39
19430224,64,79,67.2,80.6,12.67,3.47
19430225,60,74,67.3,80.6,12.67,3.55
19430226,58,77,67.3,80.6,12.79,3.63
19430227,69,79,67.3,80.6,12.95,3.7
19430228,63,78,67.3,80.6,12.95,3.78
19430301,58,79,67.3,80.6,12.95,3.85
19430302,60,81,67.4,80.6,12.95,3.93
19430303,,,67.4,80.6,12.99,4
19430304,63,77,67.4,80.7,13.07,4.08
19430305,63,80,67.4,80.7,13.07,4.16
19430306,60,79,67.5,80.7,13.07,4.24
19430307,62,81,67.5,80.7,13.07,4.31
19430308,,,67.6,80.8,13.46,4.39
19430309,63,78,67.6,80.8,14.44,4.48
19430310,64,77,67.6,80.8,14.44,4.57
19430311,62,78,67.7,80.9,14.44,4.66
19430312,,,67.8,80.9,14.44,4.76
19430313,59,77,67.8,81,14.44,4.85
19430314,57,76,67.9,81,14.44,4.93
19430315,61,79,67.9,81.1,14.44,5.01
19430316,59,80,68,81.1,14.44,5.09
19430317,64,81,68.1,81.2,14.44,5.18
19430318,66,82,68.1,81.2,14.44,5.25
19430319,64,81,68.2,81.3,14.44,5.33
19430320,,,68.3,81.3,14.52,5.41
19430321,67,82,68.4,81.4,14.52,5.48
19430322,,,68.4,81.5,14.64,5.55
19430323,66,83,68.5,81.5,14.64,5.62
19430324,69,86,68.6,81.6,14.64,5.68
19430325,,,68.7,81.7,14.66,5.75
19430326,71,84,68.8,81.7,14.66,5.82
19430327,72,82,68.9,81.8,14.66,5.89
19430328,,,68.9,81.9,14.66,5.95
19430329,72,82,69,81.9,14.66,6.01
19430330,69,82,69.1,82,14.66,6.08
19430331,68,83,69.2,82.1,14.66,6.14
19430401,67,83,69.3,82.2,14.66,6.18
19430402,71,82,69.4,82.2,14.66,6.23
19430403,70,80,69.4,82.3,14.67,6.27
19430404,69,82,69.5,82.4,14.68,6.31
19430405,69,83,69.6,82.5,14.72,6.35
19430406,70,84,69.7,82.5,14.72,6.39
19430407,72,82,69.7,82.6,14.72,6.42
19430408,70,84,69.8,82.7,14.72,6.45
19430409,67,83,69.9,82.7,14.72,6.48
19430410,,,69.9,82.8,14.72,6.51
19430411,63,77,70,82.9,14.72,6.53
19430412,65,78,70,82.9,14.72,6.55
19430413,66,81,70.1,83,14.72,6.58
19430414,67,81,70.1,83.1,14.72,6.6
19430415,68,82,70.2,83.1,14.72,6.62
19430416,,,70.2,83.2,14.72,6.64
19430417,,,70.2,83.2,14.72,6.66
19430418,72,84,70.3,83.3,14.72,6.68
19430419,72,84,70.3,83.3,14.72,6.7
19430420,71,83,70.4,83.4,14.72,6.72
19430421,72,83,70.4,83.4,14.72,6.74
19430422,,,70.4,83.5,14.84,6.76
19430423,,,70.4,83.5,14.84,6.77
19430424,,,70.5,83.6,14.84,6.79
19430425,67,86,70.5,83.6,14.84,6.81
19430426,70,85,70.5,83.7,14.84,6.83
19430427,70,85,70.6,83.7,14.84,6.85
19430428,68,85,70.6,83.8,14.84,6.87
19430429,69,83,70.6,83.8,14.84,6.89
19430430,72,83,70.6,83.9,14.84,6.91
19430501,73,84,70.7,83.9,14.84,6.93
19430502,,,70.7,84,14.84,6.96
19430503,68,82,70.7,84,14.84,6.99
19430504,68,82,70.8,84.1,14.84,7.01
19430505,,,70.8,84.1,14.84,7.04
19430506,68,85,70.8,84.2,14.84,7.07
19430507,70,84,70.9,84.2,14.84,7.09
19430508,68,83,70.9,84.3,14.84,7.12
19430509,,,71,84.3,14.84,7.14
19430510,,,71,84.4,14.84,7.17
19430511,,,71.1,84.4,14.88,7.2
19430512,,,71.1,84.5,17.71,7.23
19430513,69,83,71.2,84.6,18.06,7.26
19430514,72,84,71.3,84.6,18.06,7.29
19430515,,,71.3,84.7,18.06,7.32
19430516,70,86,71.4,84.7,18.06,7.35
19430517,72,85,71.5,84.8,18.06,7.38
19430518,71,85,71.5,84.9,18.06,7.41
19430519,72,85,71.6,84.9,18.06,7.44
19430520,73,85,71.7,85,18.06,7.46
19430521,68,85,71.8,85.1,18.06,7.49
19430522,68,85,71.9,85.2,18.06,7.52
19430523,70,85,72,85.2,18.06,7.54
19430524,,,72,85.3,18.34,7.57
19430525,72,86,72.1,85.4,18.36,7.59
19430526,72,85,72.2,85.5,18.36,7.62
19430527,,,72.3,85.5,18.48,7.64
19430528,73,83,72.4,85.6,18.48,7.66
19430529,70,85,72.5,85.7,18.48,7.69
19430530,73,86,72.6,85.8,18.48,7.71
19430531,71,86,72.7,85.9,18.5,7.73
19430601,72,85,72.8,85.9,18.58,7.75
19430602,71,85,72.9,86,18.58,7.77
19430603,72,87,73,86.1,18.58,7.79
19430604,73,86,73,86.2,18.59,7.81
19430605,70,86,73.1,86.3,18.59,7.82
19430606,70,85,73.2,86.3,18.59,7.84
19430607,73,86,73.3,86.4,18.67,7.86
19430608,71,86,73.4,86.5,18.67,7.88
19430609,72,87,73.5,86.5,18.67,7.89
19430610,74,86,73.5,86.6,18.67,7.9
19430611,75,85,73.6,86.7,18.67,7.92
19430612,74,86,73.7,86.8,18.67,7.94
19430613,73,86,73.7,86.8,18.67,7.95
19430614,73,87,73.8,86.9,18.67,7.97
19430615,75,86,73.9,86.9,18.67,7.99
19430616,72,85,73.9,87,18.68,8
19430617,74,85,74,87.1,18.68,8.02
19430618,74,85,74,87.1,18.68,8.04
19430619,,,74.1,87.2,18.68,8.05
19430620,73,86,74.1,87.2,18.68,8.07
19430621,74,86,74.2,87.3,18.68,8.08
19430622,70,86,74.2,87.3,18.68,8.1
19430623,74,86,74.3,87.4,18.68,8.11
19430624,74,86,74.3,87.4,18.68,8.13
19430625,,,74.3,87.4,18.72,8.15
19430626,74,86,74.4,87.5,18.76,8.16
19430627,74,86,74.4,87.5,18.76,8.18
19430628,74,85,74.4,87.5,18.76,8.2
19430629,74,86,74.5,87.6,18.76,8.21
19430630,73,85,74.5,87.6,18.76,8.23
19430701,,,74.5,87.7,18.84,8.25
19430702,72,84,74.6,87.7,18.84,8.26
19430703,72,86,74.6,87.7,18.84,8.28
19430704,74,84,74.6,87.7,18.84,8.29
19430705,75,86,74.7,87.8,18.84,8.31
19430706,,,74.7,87.8,18.84,8.33
19430707,73,86,74.7,87.8,18.84,8.35
19430708,76,86,74.8,87.9,18.84,8.36
19430709,75,86,74.8,87.9,18.84,8.38
19430710,74,86,74.9,87.9,18.84,8.4
19430711,75,86,74.9,87.9,18.84,8.41
19430712,71,86,74.9,88,18.84,8.43
19430713,74,86,75,88,18.84,8.44
19430714,,,75,88,18.88,8.46
19430715,74,85,75,88.1,18.88,8.47
19430716,74,85,75.1,88.1,18.88,8.49
19430717,74,86,75.1,88.1,18.88,8.51
19430718,77,86,75.2,88.2,18.88,8.52
19430719,,,75.2,88.2,18.88,8.54
19430720,75,86,75.3,88.2,18.88,8.55
19430721,70,84,75.3,88.2,18.88,8.57
19430722,70,87,75.3,88.3,18.88,8.59
19430723,,,75.4,88.3,18.88,8.61
19430724,74,86,75.4,88.3,18.88,8.63
19430725,72,86,75.5,88.4,18.88,8.64
19430726,73,86,75.5,88.4,18.88,8.66
19430727,75,87,75.5,88.4,18.88,8.68
19430728,74,87,75.6,88.5,18.88,8.7
19430729,77,87,75.6,88.5,18.88,8.71
19430730,76,87,75.6,88.5,18.88,8.73
19430731,,,75.7,88.6,18.9,8.75
19430801,74,85,75.7,88.6,18.9,8.77
19430802,74,84,75.7,88.6,18.9,8.79
19430803,75,87,75.7,88.6,18.9,8.81
19430804,74,86,75.7,88.7,18.9,8.83
19430805,76,87,75.8,88.7,18.9,8.85
19430806,,,75.8,88.7,18.92,8.87
19430807,74,85,75.8,88.7,18.94,8.89
19430808,74,86,75.8,88.8,18.94,8.9
19430809,74,85,75.8,88.8,18.95,8.92
19430810,74,86,75.8,88.8,18.95,8.94
19430811,,,75.8,88.8,18.97,8.96
19430812,76,86,75.8,88.8,18.97,8.99
19430813,75,86,75.8,88.8,18.97,9.01
19430814,74,86,75.7,88.9,18.97,9.04
19430815,72,87,75.7,88.9,18.97,9.07
19430816,72,87,75.7,88.9,18.97,9.1
19430817,75,86,75.7,88.9,18.97,9.13
19430818,75,86,75.7,88.9,18.97,9.16
19430819,76,88,75.6,88.9,18.97,9.19
19430820,75,87,75.6,88.9,18.97,9.22
19430821,75,88,75.6,88.9,19.01,9.25
19430822,73,85,75.5,88.9,19.09,9.28
19430823,76,87,75.5,88.9,19.09,9.31
19430824,75,86,75.4,88.9,19.09,9.34
19430825,75,86,75.4,88.9,19.09,9.38
19430826,75,86,75.4,88.8,19.09,9.41
19430827,72,86,75.3,88.8,19.09,9.44
19430828,74,85,75.3,88.8,19.09,9.47
19430829,72,83,75.2,88.8,19.21,9.51
19430830,73,86,75.2,88.8,19.25,9.55
19430831,72,87,75.2,88.8,19.25,9.59
19430901,74,86,75.1,88.7,19.25,9.62
19430902,74,87,75.1,88.7,19.25,9.66
19430903,75,86,75.1,88.7,19.25,9.7
19430904,75,87,75,88.7,19.25,9.73
19430905,73,88,75,88.7,19.25,9.77
19430906,77,87,75,88.6,19.25,9.8
19430907,72,88,74.9,88.6,19.25,9.84
19430908,75,87,74.9,88.6,19.25,9.87
19430909,72,87,74.9,88.6,19.25,9.9
19430910,73,87,74.9,88.6,19.25,9.93
19430911,75,87,74.8,88.5,19.25,9.96
